Chrom	Start	End	cdsStart	cdsEnd	Strand	ensemblGeneID	ensemblTranscriptID	ensemblProteinID	Gene	GeneLength	cdsLength	Coding
chr9	14719721	14722715	14720087	14722670	-	ENSG00000147869	ENST00000380911	ENSP00000370297	CER1	2994	2583	Coding
chr9	14734663	14910993	14737393	14868975	-	ENSG00000164946	ENST00000422223	ENSP00000412940	FREM1	176330	131582	Coding
chr9	14987299	15146399	15146399	15146399	-	ENSG00000232000	ENST00000609203		AK127963	159100	0	Non-Coding
chr9	14993309	15019727	15019727	15019727	+	ENSG00000215237	ENST00000502889		LOC389705	26418	0	Non-Coding
chr9	15163619	15307358	15172016	15307321	-	ENSG00000155158	ENST00000512701	ENSP00000422496	TTC39B	143739	135305	Coding
chr9	15422731	15465951	15422877	15459864	+	ENSG00000164975	ENST00000467062	ENSP00000436699	SNAPC3	43220	36987	Coding
chr9	15464063	15511017	15465517	15510186	-	ENSG00000164985	ENST00000380733	ENSP00000370109	PSIP1	46954	44669	Coding
chr9	15553083	15974037	15564086	15971834	+	ENSG00000164989	ENST00000380701	ENSP00000370077	CCDC171	420954	407748	Coding
chr9	16203932	16276311	16203963	16215866	-	ENSG00000205549	ENST00000380685	ENSP00000370060	C9orf92	72379	11903	Coding
chr9	16409500	16870704	16418986	16870646	-	ENSG00000173068	ENST00000380672	ENSP00000370047	BNC2	461204	451660	Coding
chr9	17134979	17503921	17135063	17502650	+	ENSG00000044459	ENST00000380647	ENSP00000370021	CNTLN	368942	367587	Coding
chr9	17579120	17797127	17579240	17795741	+	ENSG00000107295	ENST00000380607	ENSP00000369981	SH3GL2	218007	216501	Coding
chr9	18473891	18910948	18474230	18908546	+	ENSG00000178031	ENST00000380548	ENSP00000369921	ADAMTSL1	437057	434316	Coding
chr9	18573303	18573377	18573377	18573377	+	ENSG00000264638	ENST00000579801		MIR3152	74	0	Non-Coding
chr9	18651144	18651448	18651448	18651448	+	ENSG00000252960	ENST00000517151		7SK	304	0	Non-Coding
chr9	18927655	19033186	18928049	19032906	-	ENSG00000155875	ENST00000380534	ENSP00000369907	FAM154A	105531	104857	Coding
chr9	19049371	19051019	19049657	19050599	+	ENSG00000155876	ENST00000380527	ENSP00000369899	RRAGA	1648	942	Coding
chr9	19053140	19103117	19056340	19102649	-	ENSG00000147874	ENST00000380502	ENSP00000369871	HAUS6	49977	46309	Coding
chr9	19063653	19063784	19063784	19063784	-	ENSG00000251733	ENST00000515924		SCARNA8	131	0	Non-Coding
chr9	19129734	19149288	19149288	19149288	-	ENSG00000147872	ENST00000494753		AK094196	19554	0	Non-Coding
chr9	19200332	19201044	19201044	19201044	-	ENSG00000232176	ENST00000397390		DQ572382	712	0	Non-Coding
chr9	19290748	19374139	19290781	19372171	+	ENSG00000137145	ENST00000380432	ENSP00000369797	DENND4C	83391	81390	Coding
chr9	19375712	19380252	19376290	19380193	-	ENSG00000137154	ENST00000380394	ENSP00000369757	RPS6	4540	3903	Coding
chr9	19409056	19452018	19409082	19450634	+	ENSG00000177076	ENST00000340967	ENSP00000342609	ACER2	42962	41552	Coding
chr9	19507449	19786926	19516150	19786864	-	ENSG00000155886	ENST00000341998	ENSP00000344801	SLC24A2	279477	270714	Coding
chr9	20341662	20622542	20346440	20622255	-	ENSG00000171843	ENST00000380338	ENSP00000369695	MLLT3	280880	275815	Coding
chr9	20411145	20411236	20411236	20411236	-	ENSG00000263790	ENST00000583731		MIR4473	91	0	Non-Coding
chr9	20418318	20418425	20418425	20418425	+	ENSG00000222202	ENST00000410270		U4	107	0	Non-Coding
chr9	20502262	20502340	20502340	20502340	-	ENSG00000264941	ENST00000579189		MIR4474	78	0	Non-Coding
chr9	20658307	20995954	20715352	20995628	+	ENSG00000188352	ENST00000380249	ENSP00000369599	FOCAD	337647	280276	Coding
chr9	20716103	20716187	20716187	20716187	+	ENSG00000207609	ENST00000384877		MIR491	84	0	Non-Coding
chr9	20786925	20787054	20787054	20787054	+	ENSG00000202189	ENST00000365319		SNORA30	129	0	Non-Coding
chr9	20999513	21031635	21007035	21031589	-	ENSG00000188921	ENST00000495827	ENSP00000419503	PTPLAD2	32122	24554	Coding
chr9	21077103	21077943	21077304	21077868	-	ENSG00000171855	ENST00000380232	ENSP00000369581	IFNB1	840	564	Coding
chr9	21140630	21142144	21140981	21141569	-	ENSG00000177047	ENST00000380229	ENSP00000369578	IFNW1	1514	588	Coding
chr9	21165635	21166659	21166041	21166611	-	ENSG00000137080	ENST00000380225	ENSP00000369574	IFNA21	1024	570	Coding
chr9	21186616	21187598	21186960	21187530	-	ENSG00000236637	ENST00000421715	ENSP00000412897	IFNA4	982	570	Coding
chr9	21201467	21202204	21201594	21202164	-	ENSG00000214042	ENST00000239347	ENSP00000239347	IFNA7	737	570	Coding
chr9	21206179	21207142	21206526	21207096	-	ENSG00000186803	ENST00000357374	ENSP00000369566	IFNA10	963	570	Coding
chr9	21216371	21217310	21216734	21217304	-	ENSG00000147885	ENST00000380216	ENSP00000369564	IFNA16	939	570	Coding
chr9	21227241	21228221	21227602	21228172	-	ENSG00000234829	ENST00000413767	ENSP00000411940	IFNA17	980	570	Coding
chr9	21239200	21239978	21239364	21239934	-	ENSG00000228083	ENST00000380222	ENSP00000369571	IFNA14	778	570	Coding
chr9	21278048	21278618	21278618	21278618	-	ENSG00000224416	ENST00000458710		IFNA22P	570	0	Non-Coding
chr9	21304612	21305312	21304685	21305255	-	ENSG00000147873	ENST00000259555	ENSP00000259555	IFNA5	700	570	Coding
chr9	21329669	21335379	21333004	21334858	-	ENSG00000198642	ENST00000359039	ENSP00000351933	KLHL9	5710	1854	Coding
chr9	21349833	21351377	21350316	21350886	-	ENSG00000120235	ENST00000380210	ENSP00000369558	IFNA6	1544	570	Coding
chr9	21367370	21368075	21367436	21368009	-	ENSG00000233816	ENST00000449498	ENSP00000394494	IFNA13	705	573	Coding
chr9	21384253	21385396	21384761	21385328	-	ENSG00000188379	ENST00000380206	ENSP00000369554	IFNA2	1143	567	Coding
chr9	21409145	21410184	21409175	21409745	+	ENSG00000120242	ENST00000380205	ENSP00000369553	IFNA8	1039	570	Coding
chr9	21440439	21441315	21440506	21441076	+	ENSG00000197919	ENST00000276927	ENSP00000276927	IFNA1	876	570	Coding
chr9	21455640	21559668	21559668	21559668	-	ENSG00000171889	ENST00000304425		MIR31HG	104028	0	Non-Coding
chr9	21480840	21482312	21481066	21481693	-	ENSG00000184995	ENST00000448696	ENSP00000418018	IFNE	1472	627	Coding
chr9	21512113	21512184	21512184	21512184	-	ENSG00000199177	ENST00000362307		MIR31	71	0	Non-Coding
chr9	21802634	22032985	21802747	22029516	+	ENSG00000264545	ENST00000404796	ENSP00000385916	MTAP	230351	226769	Coding
chr9	21802647	21931646	21802747	21931198	+	ENSG00000099810	ENST00000580900	ENSP00000463424	MTAP	128999	128451	Coding
chr9	21967136	21967738	21967198	21967438	+	ENSG00000224854	ENST00000441769	ENSP00000414893	C9orf53	602	240	Coding
chr9	21967750	21994490	21971001	21994453	-	ENSG00000147889	ENST00000361570	ENSP00000355153	CDKN2A	26740	23452	Coding
chr9	21994789	22121094	22121094	22121094	+	ENSG00000240498	ENST00000428597		CDKN2B-AS1	126305	0	Non-Coding
chr9	22002901	22009362	22005985	22008952	-	ENSG00000147883	ENST00000276925	ENSP00000276925	CDKN2B	6461	2967	Coding
chr9	22446839	22455739	22447064	22451910	+	ENSG00000176399	ENST00000325870	ENSP00000319651	DMRTA1	8900	4846	Coding
chr9	22646198	22824212	22824212	22824212	+	ENSG00000234840	ENST00000436786		FLJ35282	178014	0	Non-Coding
chr9	23671785	23672397	23672397	23672397	-	ENSG00000233906	ENST00000440888		CR627240	612	0	Non-Coding
chr9	23690104	23826063	23692554	23762232	-	ENSG00000107105	ENST00000397312	ENSP00000380479	ELAVL2	135959	69678	Coding
chr9	24543212	24545674	24543226	24545647	-	ENSG00000205442	ENST00000604921	ENSP00000474246	IZUMO3	2462	2421	Coding
chr9	25676395	25678856	25677680	25678319	-	ENSG00000198680	ENST00000358022	ENSP00000350716	TUSC1	2461	639	Coding
chr9	25780053	25784560	25784560	25784560	+	ENSG00000236306	ENST00000423326		BC043546	4507	0	Non-Coding
chr9	26840682	26892802	26842298	26892713	-	ENSG00000120159	ENST00000333916	ENSP00000369431	CAAP1	52120	50415	Coding
chr9	26904080	26947461	26905508	26947043	-	ENSG00000137055	ENST00000397292	ENSP00000380460	PLAA	43381	41535	Coding
chr9	26947036	27062923	26961965	27062734	+	ENSG00000096872	ENST00000433700	ENSP00000389224	IFT74	115887	100769	Coding
chr9	26993133	27005691	26995518	26999692	-	ENSG00000184434	ENST00000380055	ENSP00000369395	LRRC19	12558	4174	Coding
chr9	27109146	27230173	27109588	27229230	+	ENSG00000120156	ENST00000380036	ENSP00000369375	TEK	121027	119642	Coding
chr9	27198284	27198399	27198399	27198399	+	ENSG00000223162	ENST00000411230		5S_rRNA	115	0	Non-Coding
chr9	27245681	27282791	27282791	27282791	-	ENSG00000231459	ENST00000425633		LINC00032	37110	0	Non-Coding
chr9	27284655	27297137	27284720	27297053	-	ENSG00000120160	ENST00000537675	ENSP00000441630	EQTN	12482	12333	Coding
chr9	27325206	27529779	27330584	27455548	-	ENSG00000120162	ENST00000262244	ENSP00000262244	MOB3B	204573	124964	Coding
chr9	27524311	27526496	27524334	27524958	+	ENSG00000147896	ENST00000276943	ENSP00000276943	IFNK	2185	624	Coding
chr9	27546543	27573448	27548233	27567118	-	ENSG00000147894	ENST00000380003	ENSP00000369339	C9orf72	26905	18885	Coding
chr9	27937614	27944495	27944495	27944495	-	ENSG00000260412	ENST00000566293		BX538226	6881	0	Non-Coding
chr9	27948075	28670283	27948848	27950669	-	ENSG00000174482	ENST00000379992	ENSP00000369328	LINGO2	722208	1821	Coding
chr9	28863623	28863704	28863704	28863704	-	ENSG00000215966	ENST00000401147		MIR876	81	0	Non-Coding
chr9	28888876	28888953	28888953	28888953	-	ENSG00000215939	ENST00000401120		MIR873	77	0	Non-Coding
chr9	32384617	32450834	32405504	32450109	+	ENSG00000122729	ENST00000379923	ENSP00000369255	ACO1	66217	44605	Coding
chr9	32455299	32526322	32457119	32526164	-	ENSG00000107201	ENST00000379882	ENSP00000369212	DDX58	71023	69045	Coding
chr9	32540541	32552551	32541384	32552434	-	ENSG00000197579	ENST00000360538	ENSP00000353735	TOPORS	12010	11050	Coding
chr9	32552326	32567003	32567003	32567003	+	ENSG00000235453	ENST00000458036		TOPORS-AS1	14677	0	Non-Coding
chr9	32552996	32573160	32553873	32573058	-	ENSG00000165264	ENST00000379847	ENSP00000369176	NDUFB6	20164	19185	Coding
chr9	32629451	32635667	32635667	32635667	-	ENSG00000256239	ENST00000541085		TAF1L	6216	0	Non-Coding
chr9	32633451	32648683	32648683	32648683	+	ENSG00000223440	ENST00000430787		AX747113	15232	0	Non-Coding
chr9	32783496	32787397	32784181	32784889	+	ENSG00000188133	ENST00000342743	ENSP00000345468	TMEM215	3901	708	Coding
chr9	32972603	33001626	32973681	33001602	-	ENSG00000137074	ENST00000379825	ENSP00000369153	APTX	29023	27921	Coding
chr9	33025208	33039905	33026482	33038901	+	ENSG00000086061	ENST00000330899	ENSP00000369127	DNAJA1	14697	12419	Coding
chr9	33041761	33076657	33047290	33076606	-	ENSG00000122692	ENST00000397149	ENSP00000380336	SMU1	34896	29316	Coding
chr9	33110634	33167354	33113451	33167167	-	ENSG00000086062	ENST00000379731	ENSP00000369055	B4GALT1	56720	53716	Coding
chr9	33174167	33174293	33174293	33174293	+	ENSG00000252224	ENST00000516415		U4atac	126	0	Non-Coding
chr9	33240161	33248565	33240206	33248469	+	ENSG00000122711	ENST00000379721	ENSP00000369045	SPINK4	8404	8263	Coding
chr9	33252476	33264759	33255216	33264672	-	ENSG00000107262	ENST00000472232	ENSP00000420514	BAG1	12283	9456	Coding
chr9	33265036	33281977	33265076	33280826	+	ENSG00000086065	ENST00000419016	ENSP00000442725	CHMP5	16941	15750	Coding
chr9	33290508	33371155	33290570	33369976	+	ENSG00000086102	ENST00000379540	ENSP00000368856	NFX1	80647	79406	Coding
chr9	33384947	33402517	33385002	33401260	-	ENSG00000165269	ENST00000297988	ENSP00000297988	AQP7	17570	16258	Coding
chr9	33441151	33447609	33442040	33447528	-	ENSG00000165272	ENST00000297991	ENSP00000297991	AQP3	6458	5488	Coding
chr9	33461438	33473928	33462661	33473840	-	ENSG00000165271	ENST00000353159	ENSP00000313978	NOL6	12490	11179	Coding
chr9	33503652	33510709	33510709	33510709	-	ENSG00000226823	ENST00000379514		SUGT1P1	7057	0	Non-Coding
chr9	33524391	33572999	33524487	33572358	+	ENSG00000230453	ENST00000290943	ENSP00000290943	ANKRD18B	48608	47871	Coding
chr9	33624222	33625532	33625532	33625532	+	ENSG00000231991	ENST00000426153		ANXA2P2	1310	0	Non-Coding
chr9	33673501	33677497	33677497	33677497	-	ENSG00000237984	ENST00000532280		PTENP1	3996	0	Non-Coding
chr9	33750514	33799229	33750514	33799178	+	ENSG00000010438	ENST00000361005	ENSP00000354280	PRSS3	48715	48664	Coding
chr9	33817564	33920402	33817755	33917235	+	ENSG00000107341	ENST00000263228	ENSP00000263228	UBE2R2	102838	99480	Coding
chr9	33921690	34048947	33922501	34017146	-	ENSG00000137073	ENST00000360802	ENSP00000354039	UBAP2	127257	94645	Coding
chr9	33934293	33934374	33934374	33934374	-	ENSG00000238300	ENST00000458838		SNORD121B	81	0	Non-Coding
chr9	33952766	33952848	33952848	33952848	-	ENSG00000238886	ENST00000459386		SNORD121A	82	0	Non-Coding
chr9	34086384	34126771	34088347	34126429	-	ENSG00000198876	ENST00000361264	ENSP00000355114	DCAF12	40387	38082	Coding
chr9	34179002	34252521	34179012	34251530	+	ENSG00000165006	ENST00000543944	ENSP00000439806	UBAP1	73519	72518	Coding
chr9	34252378	34329198	34254377	34311344	-	ENSG00000186638	ENST00000379166	ENSP00000368464	KIF24	76820	56967	Coding
chr9	34329503	34343709	34339037	34343438	+	ENSG00000164978	ENST00000379155	ENSP00000368452	NUDT2	14206	4401	Coding
chr9	34366667	34376851	34370796	34372839	-	ENSG00000164976	ENST00000297625	ENSP00000297625	KIAA1161	10184	2043	Coding
chr9	34379016	34397830	34379643	34397631	-	ENSG00000164972	ENST00000297623	ENSP00000297623	C9orf24	18814	17988	Coding
chr9	34398182	34458568	34400961	34458261	-	ENSG00000164970	ENST00000445726	ENSP00000392452	FAM219A	60386	57300	Coding
chr9	34458832	34520982	34459003	34520754	+	ENSG00000122735	ENST00000242317	ENSP00000242317	DNAI1	62150	61751	Coding
chr9	34478619	34478903	34478903	34478903	+	ENSG00000251697	ENST00000515888		7SK	284	0	Non-Coding
chr9	34521037	34523039	34521462	34521693	-	ENSG00000168913	ENST00000399775	ENSP00000382675	ENHO	2002	231	Coding
chr9	34551429	34589735	34552068	34568979	-	ENSG00000122756	ENST00000378980	ENSP00000368265	CNTFR	38306	16911	Coding
chr9	34568012	34582827	34582827	34582827	+	ENSG00000237159	ENST00000438244		LOC415056	14815	0	Non-Coding
chr9	34610482	34612101	34610801	34611293	-	ENSG00000164967	ENST00000297613	ENSP00000297613	RPP25L	1619	492	Coding
chr9	34613548	34620515	34617630	34620461	-	ENSG00000137100	ENST00000447983	ENSP00000397046	DCTN3	6967	2831	Coding
chr9	34621375	34628104	34621454	34628011	-	ENSG00000205143	ENST00000378909	ENSP00000368189	ARID3C	6729	6557	Coding
chr9	34634718	34637768	34635628	34637694	-	ENSG00000147955	ENST00000277010	ENSP00000277010	SIGMAR1	3050	2066	Coding
chr9	34646659	34651032	34646701	34650446	+	ENSG00000213930	ENST00000378842	ENSP00000368119	GALT	4373	3745	Coding
chr9	34650698	34661878	34655214	34661495	+	ENSG00000137070	ENST00000555003	ENSP00000450565	IL11RA	11180	6281	Coding
chr9	34661892	34662689	34661940	34662630	-	ENSG00000213927	ENST00000259631	ENSP00000259631	CCL27	797	690	Coding
chr9	34689563	34691274	34689815	34691136	-	ENSG00000172724	ENST00000311925	ENSP00000308815	CCL19	1711	1321	Coding
chr9	34709001	34710121	34709390	34710063	-	ENSG00000137077	ENST00000259607	ENSP00000259607	CCL21	1120	673	Coding
chr9	34723051	34729464	34723228	34729424	-	ENSG00000205108	ENST00000378788	ENSP00000417711	FAM205A	6413	6196	Coding
chr9	34832291	34838490	34838490	34838490	-	ENSG00000257198	ENST00000399773		FAM205B	6199	0	Non-Coding
chr9	34958320	34982541	34971295	34978108	+	ENSG00000122733	ENST00000242315	ENSP00000242315	KIAA1045	24221	6813	Coding
chr9	34989637	34998428	34989665	34997256	+	ENSG00000137094	ENST00000453597	ENSP00000404079	DNAJB5	8791	7591	Coding
chr9	35041091	35045979	35041141	35045866	+	ENSG00000174038	ENST00000421362	ENSP00000393683	C9orf131	4888	4725	Coding
chr9	35049267	35049558	35049558	35049558	+	ENSG00000241568	ENST00000481467		Metazoa_SRP	291	0	Non-Coding
chr9	35056060	35073246	35057113	35072350	-	ENSG00000165280	ENST00000358901	ENSP00000351777	VCP	17186	15237	Coding
chr9	35073834	35080013	35074104	35079521	-	ENSG00000221829	ENST00000378643	ENSP00000367910	FANCG	6179	5417	Coding
chr9	35088691	35096579	35089088	35095562	-	ENSG00000165282	ENST00000361778	ENSP00000354678	PIGO	7888	6474	Coding
chr9	35099887	35103154	35100031	35103091	-	ENSG00000165283	ENST00000356493	ENSP00000348886	STOML2	3267	3060	Coding
chr9	35104117	35115893	35105217	35108271	-	ENSG00000005238	ENST00000322813	ENSP00000319897	FAM214B	11776	3054	Coding
chr9	35162058	35405335	35162280	35404030	+	ENSG00000198722	ENST00000378495	ENSP00000367756	UNC13B	243277	241750	Coding
chr9	35406751	35483026	35483026	35483026	+	ENSG00000179766	ENST00000329395		ATP8B5P	76275	0	Non-Coding
chr9	35490123	35561889	35546518	35561379	+	ENSG00000198853	ENST00000361226	ENSP00000355177	RUSC2	71766	14861	Coding
chr9	35561827	35563871	35563871	35563871	-	ENSG00000215187	ENST00000492890		FAM166B	2044	0	Non-Coding
chr9	35605366	35610029	35605616	35609739	+	ENSG00000107140	ENST00000336395	ENSP00000338127	TESK1	4663	4123	Coding
chr9	35608090	35608156	35608156	35608156	+	ENSG00000263892	ENST00000578933		MIR4667	66	0	Non-Coding
chr9	35616599	35646807	35646807	35646807	-	ENSG00000137101	ENST00000465754		CD72	30208	0	Non-Coding
chr9	35649291	35650937	35649844	35650850	-	ENSG00000137078	ENST00000259608	ENSP00000259608	SIT1	1646	1006	Coding
chr9	35657747	35658015	35658015	35658015	-	ENSG00000269900	ENST00000602361		RMRP	268	0	Non-Coding
chr9	35658310	35661508	35658376	35661184	+	ENSG00000159884	ENST00000426546	ENSP00000414964	CCDC107	3198	2808	Coding
chr9	35658871	35675863	35661983	35669610	-	ENSG00000137135	ENST00000490638	ENSP00000436756	ARHGEF39	16992	7627	Coding
chr9	35673852	35681156	35673956	35681022	+	ENSG00000107159	ENST00000378357	ENSP00000367608	CA9	7304	7066	Coding
chr9	35681988	35691017	35682077	35689814	-	ENSG00000198467	ENST00000378292	ENSP00000367542	TPM2	9029	7737	Coding
chr9	35696944	35732392	35697787	35725691	-	ENSG00000137076	ENST00000314888	ENSP00000316029	TLN1	35448	27904	Coding
chr9	35732331	35737001	35732769	35736723	+	ENSG00000107175	ENST00000353704	ENSP00000342136	CREB3	4670	3954	Coding
chr9	35736939	35749983	35737165	35748701	-	ENSG00000070610	ENST00000545786	ENSP00000442372	GBA2	13044	11536	Coding
chr9	35749283	35758572	35749752	35752871	+	ENSG00000107185	ENST00000378078	ENSP00000367318	RGP1	9289	3119	Coding
chr9	35752986	35754266	35753096	35754126	-	ENSG00000215183	ENST00000436428	ENSP00000419194	MSMP	1280	1030	Coding
chr9	35792150	35809729	35792405	35809442	+	ENSG00000159899	ENST00000342694	ENSP00000341083	NPR2	17579	17037	Coding
chr9	35808041	35812269	35808169	35812144	-	ENSG00000137098	ENST00000340291	ENSP00000340982	SPAG8	4228	3975	Coding
chr9	35812956	35815349	35815349	35815349	-	ENSG00000137133	ENST00000474908		HINT2	2393	0	Non-Coding
chr9	35816387	35828744	35819907	35826158	-	ENSG00000204930	ENST00000388950	ENSP00000373602	FAM221B	12357	6251	Coding
chr9	35829228	35854844	35842435	35853837	+	ENSG00000137103	ENST00000377991	ENSP00000367230	TMEM8B	25616	11402	Coding
chr9	35869374	35870461	35869459	35870398	-	ENSG00000168828	ENST00000377981	ENSP00000367219	OR13J1	1087	939	Coding
chr9	35906188	35907138	35906284	35906632	+	ENSG00000196196	ENST00000354323	ENSP00000346283	HRCT1	950	348	Coding
chr9	35909479	35911683	35911683	35911683	+	ENSG00000235387	ENST00000443779		LOC158376	2204	0	Non-Coding
chr9	35957104	35958151	35957135	35958095	-	ENSG00000122718	ENST00000341959	ENSP00000344040	OR2S2	1047	960	Coding
chr9	36036429	36124448	36036995	36123042	+	ENSG00000122707	ENST00000377966	ENSP00000367202	RECK	88019	86047	Coding
chr9	36136731	36163901	36136775	36141868	+	ENSG00000122694	ENST00000396613	ENSP00000379857	GLIPR2	27170	5093	Coding
chr9	36169388	36171329	36169499	36171266	+	ENSG00000185972	ENST00000335119	ENSP00000334996	CCIN	1941	1767	Coding
chr9	36190852	36212058	36191053	36211771	+	ENSG00000122705	ENST00000433436	ENSP00000401019	CLTA	21206	20718	Coding
chr9	36214437	36277053	36217361	36276941	-	ENSG00000159921	ENST00000396594	ENSP00000379839	GNE	62616	59580	Coding
chr9	36336400	36401195	36339748	36376037	-	ENSG00000137075	ENST00000377885	ENSP00000367117	RNF38	64795	36289	Coding
chr9	36572891	36677678	36589637	36677334	+	ENSG00000165304	ENST00000536987	ENSP00000439184	MELK	104787	87697	Coding
chr9	36823535	36823596	36823596	36823596	-	ENSG00000266255	ENST00000580479		MIR4475	61	0	Non-Coding
chr9	36833271	37034103	36840556	37034028	-	ENSG00000196092	ENST00000358127	ENSP00000350844	PAX5	200832	193472	Coding
chr9	36864250	36864305	36864305	36864305	-	ENSG00000264922	ENST00000583532		MIR4540	55	0	Non-Coding
chr9	36893458	36893528	36893528	36893528	-	ENSG00000265368	ENST00000577752		MIR4476	70	0	Non-Coding
chr9	37079892	37090398	37090398	37090398	+	ENSG00000233137	ENST00000429493		LOC100506710	10506	0	Non-Coding
chr9	37120535	37358146	37126329	37357265	+	ENSG00000147905	ENST00000336755	ENSP00000337839	ZCCHC7	237611	230936	Coding
chr9	37422662	37436987	37422747	37436779	+	ENSG00000137106	ENST00000318158	ENSP00000313432	GRHPR	14325	14032	Coding
chr9	37438110	37465396	37440514	37442548	-	ENSG00000168795	ENST00000307750	ENSP00000307604	ZBTB5	27286	2034	Coding
chr9	37485931	37503694	37486044	37503199	+	ENSG00000137054	ENST00000377798	ENSP00000367029	POLR1E	17763	17155	Coding
chr9	37510888	37576250	37512543	37541765	-	ENSG00000147912	ENST00000432825	ENSP00000403802	FBXO10	65362	29222	Coding
chr9	37582642	37592466	37592250	37592466	-	ENSG00000175768	ENST00000540941	ENSP00000438585	TOMM5	9824	216	Coding
chr9	37650996	37746901	37692638	37746766	+	ENSG00000070601	ENST00000377765	ENSP00000366995	FRMPD1	95905	54128	Coding
chr9	37753813	37778969	37761928	37777704	+	ENSG00000165275	ENST00000297994	ENSP00000297994	TRMT10B	25156	15776	Coding
chr9	37780687	37800706	37800706	37800706	-	ENSG00000107371	ENST00000489414		AK098263	20019	0	Non-Coding
chr9	37800789	37867663	37800863	37861505	+	ENSG00000122741	ENST00000242323	ENSP00000242323	DCAF10	66874	60642	Coding
chr9	37879399	37904350	37904350	37904350	-	ENSG00000122696	ENST00000496760		SLC25A51	24951	0	Non-Coding
chr9	37919130	38069208	37919817	38068642	-	ENSG00000107338	ENST00000377707	ENSP00000366936	SHB	150078	148825	Coding
chr9	38392660	38398658	38395745	38397299	+	ENSG00000137124	ENST00000377698	ENSP00000366927	ALDH1B1	5998	1554	Coding
chr9	38408990	38424444	38411396	38424421	-	ENSG00000137142	ENST00000377694	ENSP00000366923	IGFBPL1	15454	13025	Coding
chr9	38540565	38577204	38543249	38577204	-	ENSG00000273170	ENST00000566717	ENSP00000455279	FAM95C	36639	33955	Coding
chr9	38566256	38568006	38568006	38568006	-	ENSG00000225345	ENST00000565670		DQ573539	1750	0	Non-Coding
chr9	38571354	38620657	38572041	38620282	-	ENSG00000180071	ENST00000399703	ENSP00000382610	ANKRD18A	49303	48241	Coding
chr9	38621084	38624987	38624987	38624987	+	ENSG00000204860	ENST00000377680		FAM201A	3903	0	Non-Coding
chr9	38680002	38680101	38680101	38680101	+	ENSG00000252725	ENST00000516916		U6	99	0	Non-Coding
chr9	39072763	39288135	39073886	39288061	-	ENSG00000106714	ENST00000297668	ENSP00000297668	CNTNAP3	215372	214175	Coding
chr9	39355698	39361956	39355727	39361806	+	ENSG00000204849	ENST00000377647	ENSP00000366875	SPATA31A2	6258	6079	Coding
chr9	39443803	39464526	39464526	39464526	-	ENSG00000198416	ENST00000377618		LOC653501	20723	0	Non-Coding
chr9	39884974	39891210	39885003	39891057	+	ENSG00000204848	ENST00000456183	ENSP00000406957	SPATA31A2	6236	6054	Coding
chr9	39900345	39906219	39906219	39906219	+	ENSG00000225597	ENST00000434519		FAM74A1	5874	0	Non-Coding
chr9	40491621	40633282	40633282	40633282	-	ENSG00000215142	ENST00000399669		CNTNAP3B	141661	0	Non-Coding
chr9	40516805	40517064	40517064	40517064	+	ENSG00000265605	ENST00000577458		Metazoa_SRP	259	0	Non-Coding
chr9	40700290	40706537	40700319	40706387	+	ENSG00000147926	ENST00000356699	ENSP00000349132	SPATA31A3	6247	6068	Coding
chr9	40715661	40722679	40722679	40722679	+	ENSG00000204844	ENST00000604146		FAM74A3	7018	0	Non-Coding
chr9	40760699	40836415	40768557	40789279	-	ENSG00000196409	ENST00000479710	ENSP00000434029	ZNF658	75716	20722	Coding
chr9	41321106	41327364	41321259	41327335	-	ENSG00000234214	ENST00000429767	ENSP00000411237	SPATA31A4	6258	6076	Coding
chr9	41500678	41506925	41500707	41506772	+	ENSG00000233788	ENST00000377621	ENSP00000366847	SPATA31A5	6247	6065	Coding
chr9	41516045	41523018	41523018	41523018	+	ENSG00000234407	ENST00000419990		BC121813	6973	0	Non-Coding
chr9	41588822	41609544	41609544	41609544	-	ENSG00000198566	ENST00000458742		LOC653501	20722	0	Non-Coding
chr9	41961614	42019580	42019580	42019580	-	ENSG00000204837	ENST00000454645		KGFLP2	57966	0	Non-Coding
chr9	42368302	42411410	42368414	42410483	+	ENSG00000183148	ENST00000377601	ENSP00000366826	ANKRD20A3	43108	42069	Coding
chr9	42466316	42474236	42474236	42474236	+	ENSG00000223839	ENST00000455995		FAM95B1	7920	0	Non-Coding
chr9	42669320	42714593	42714593	42714593	+	ENSG00000215126	ENST00000460896		CBWD5	45273	0	Non-Coding
chr9	42717233	42720342	42718065	42719316	+	ENSG00000204828	ENST00000377590	ENSP00000366814	FOXD4L2	3109	1251	Coding
chr9	42848991	42859085	42859085	42859085	-	ENSG00000184906	ENST00000398522		LOC286297	10094	0	Non-Coding
chr9	42858071	42876505	42876505	42876505	+	ENSG00000156750	ENST00000428759		AQP7P3	18434	0	Non-Coding
chr9	43027747	43032877	43032877	43032877	-	ENSG00000233244	ENST00000453998		FAM95B1	5130	0	Non-Coding
chr9	43089971	43133544	43091351	43133432	-	ENSG00000132498	ENST00000254835	ENSP00000254835	ANKRD20A3	43573	42081	Coding
chr9	43140536	43142739	43142739	43142739	-	ENSG00000233074	ENST00000453939		LOC642929	2203	0	Non-Coding
chr9	43624506	43630730	43624654	43630701	-	ENSG00000185775	ENST00000332857	ENSP00000329825	SPATA31A6	6224	6047	Coding
